mapped_class,length,width,area,perimeter,aspect_ratio,solidity,circularity,convex_hull_area
Class C,81,482,16414.0,1287.8965295553207,5.950617283950617,0.5270864776339873,0.12435474098502947,31141.0
Class C,81,513,21206.0,1324.2396754026413,6.333333333333333,0.718579512724069,0.15196215016615924,29511.0
Class C,509,78,19139.5,1305.8548998832703,0.15324165029469547,0.6812422139170671,0.14104269773779735,28095.0
Class C,76,508,14807.5,1310.8254622220993,6.684210526315789,0.5610282834788869,0.10829336974418119,26393.5
Class C,81,493,18878.0,1259.9554052352905,6.08641975308642,0.6948104527051896,0.14943609070943356,27170.0
Class C,489,81,14959.0,1233.1858531236649,0.1656441717791411,0.6031611628563365,0.12361049863072632,24801.0
Class C,80,495,15585.5,1266.3401819467545,6.1875,0.5870576492080531,0.12213210103623476,26548.5
Class C,487,95,16170.5,1222.055910229683,0.19507186858316222,0.6393776442212645,0.13606648356491755,25291.0
Class C,486,125,21600.5,1249.7960243225098,0.257201646090535,0.6584614915636574,0.17377823843841977,32804.5
Class C,487,95,18812.0,1220.499561548233,0.19507186858316222,0.6990969564086366,0.15869731486585495,26909.0
Class C,484,101,14697.0,1224.582821726799,0.20867768595041322,0.6029909532894332,0.12315788790196386,24373.5
Class C,109,486,18048.0,1217.0681027173996,4.458715596330276,0.654268624252311,0.15311198448363697,27585.0
Class C,487,108,18202.0,1216.4406869411469,0.22176591375770022,0.6537957292433685,0.15457779162668578,27840.5
Class C,485,89,12741.5,1222.7665868997574,0.18350515463917524,0.5549312950501949,0.10708861383584282,22960.5
Class C,486,107,18282.0,1219.411248922348,0.22016460905349794,0.6555625280143433,0.15450166876892207,27887.5
Class C,485,107,28508.0,1237.6955194473267,0.22061855670103092,0.7509120362443862,0.23385624749133474,37964.5
Class C,55,73,617.5,211.0365775823593,1.3272727272727274,0.5491329479768786,0.1742333775113888,1124.5
Class C,139,504,19183.5,1296.1635562181473,3.6258992805755397,0.6726214477305797,0.14348883108675606,28520.5
Class C,474,130,18250.0,1194.3229361772537,0.2742616033755274,0.686283726614647,0.16077894973630244,26592.5
Class C,87,490,18679.0,1244.4406863451004,5.632183908045977,0.6620706766384291,0.15157063941225735,28213.0
Class C,61,489,10055.5,1238.8843373060226,8.01639344262295,0.4972923518211716,0.08232884252012318,20220.5
Class C,489,79,15703.5,1227.9137748479843,0.16155419222903886,0.6205445348929107,0.13087918447414615,25306.0
Class C,493,78,17214.0,1285.7543947696686,0.15821501014198783,0.650468561064087,0.1308505727013256,26464.0
Class C,74,477,17980.0,1208.984842658043,6.445945945945946,0.699692571117251,0.15458161465931589,25697.0
Class C,81,479,12948.5,1237.0264732837677,5.91358024691358,0.5336836682122618,0.10633380071314559,24262.5
Class C,111,487,26870.5,1250.2813059091568,4.387387387387387,0.7407851570038321,0.2160081494896438,36273.0
Class C,478,107,22462.0,1342.3229358196259,0.22384937238493724,0.6644677483766954,0.1566550015181893,33804.5
Class C,486,111,23495.0,1358.4061957597733,0.22839506172839505,0.6480217340338974,0.16000221905823442,36256.5
Class C,485,91,19547.0,1356.5239466428757,0.18762886597938144,0.58655663915979,0.13348579350761672,33325.0
Class C,475,58,14941.0,1197.0437175035477,0.12210526315789473,0.6536442383410622,0.1310296275196128,22858.0
Class C,474,64,16247.0,1257.9554051160812,0.1350210970464135,0.6607291730210049,0.12901866787274743,24589.5
Class C,492,121,29311.0,1368.3229361772537,0.2459349593495935,0.6814768315082188,0.19672669049279146,43011.0
Class C,92,475,16965.0,1222.7838325500488,5.163043478260869,0.6776377543887679,0.14258188505528993,25035.5
Class C,491,108,29534.0,1337.3523737192154,0.219959266802444,0.7275190599943343,0.20751066816801436,40595.5
Class C,470,104,18047.5,1199.1686081886292,0.22127659574468084,0.6952845089956466,0.15771260762431605,25957.0
Class C,102,471,17471.5,1207.9970353841782,4.617647058823529,0.6820009368412835,0.1504555870818273,25618.0
Class C,470,100,14919.0,1207.2691133022308,0.2127659574468085,0.6252986294480071,0.12862974194118626,23859.0
Class C,78,481,17725.5,1260.3401811122894,6.166666666666667,0.5663822852760736,0.14022737168368446,31296.0
Class C,480,102,29700.5,1268.624451637268,0.2125,0.7867786328295739,0.23190358852197315,37749.5
Class C,477,64,15705.5,1210.2569209337234,0.13417190775681342,0.6755634893324157,0.13474308343564598,23248.0
Class C,72,486,18151.0,1231.813269853592,6.75,0.7019898284763986,0.1503213489149892,25856.5
Class C,73,485,18005.5,1227.2274832725525,6.6438356164383565,0.6977523735710134,0.15023284954525742,25805.0
Class C,485,73,18477.0,1228.8427072763443,0.15051546391752577,0.7064963866478033,0.15376189755845016,26153.0
Class C,109,478,18078.0,1213.8965301513672,4.385321100917431,0.6800842675494696,0.1541689469760821,26582.0
Class C,478,100,15873.5,1215.9970352649689,0.20920502092050208,0.6551717021627869,0.13490173280270756,24228.0
Class C,103,479,15452.5,1226.281305551529,4.650485436893204,0.6001786650612705,0.12913037170322622,25746.5
Class C,90,500,16924.0,1287.4112486839294,5.555555555555555,0.6200175849941383,0.12831525218001108,27296.0
Class C,498,156,21310.0,1421.6610299348831,0.3132530120481928,0.5079251579072817,0.13249552063096945,41955.0
Class C,9,33,134.5,73.21320307254791,3.6666666666666665,0.8432601880877743,0.31532131794870655,159.5
Class C,59,477,15375.5,1032.1736611127853,8.084745762711865,0.7767954126354611,0.18135668402772623,19793.5
Class C,106,496,20781.0,1296.8670921325684,4.679245283018868,0.6248515372472375,0.15526921807988067,33257.5
Class C,476,76,18011.5,1200.9432127475739,0.15966386554621848,0.7070958877220532,0.15693318984752566,25472.5
Class C,344,55,9363.5,970.6589419841766,0.15988372093023256,0.5571687840290381,0.12488628860969468,16805.5
Class C,72,477,17656.0,1217.6711344718933,6.625,0.6964479419363746,0.14963809208140766,25351.5
Class C,477,73,18034.5,1209.428493976593,0.1530398322851153,0.7065564457677918,0.15493644166711723,25524.5
Class C,474,252,53448.0,1898.9057573080063,0.5316455696202531,0.6570613690007868,0.18626639113258106,81344.0
Class C,88,474,17732.5,1266.3401814699173,5.386363636363637,0.5783028405570231,0.13895656111488344,30663.0
Class C,65,475,16607.5,1025.8305146694183,7.3076923076923075,0.7959692300318724,0.1983183488648964,20864.5
Class C,483,87,17730.0,1233.9554053544998,0.18012422360248448,0.6772992073345431,0.14632538319504676,26177.5
Class C,483,91,18239.5,1224.884337425232,0.18840579710144928,0.6815956651718984,0.15276808341463075,26760.0
Class C,491,127,31479.5,1344.8498467206955,0.25865580448065173,0.6888067131275779,0.21872080421840137,45701.5
Class C,85,489,16056.0,1225.1858534812927,5.752941176470588,0.6393755973239885,0.1344136195954485,25112.0
Class C,489,87,18546.5,1218.9432125091553,0.17791411042944785,0.7126143087681549,0.1568573526928876,26026.0
Class C,488,141,22518.0,1371.494509100914,0.2889344262295082,0.5579839429081177,0.15043591517577057,40356.0
Class C,478,125,19070.0,1220.1219251155853,0.2615062761506276,0.6269623395196686,0.1609733916127104,30416.5
Class C,478,109,13530.0,1181.6955199241638,0.2280334728033473,0.5954057384263334,0.1217577131437073,22724.0
Class C,123,479,18066.5,1194.0802949666977,3.894308943089431,0.6623952776402867,0.15922704167633073,27274.5
Class C,496,140,29004.5,1348.7909715175629,0.28225806451612906,0.6411321964212691,0.2003484315046137,45239.5
Class C,142,497,26930.0,1261.7787798643112,3.5,0.7507980540028159,0.21255913731007192,35868.5
Class C,189,465,23361.5,1324.0458055734634,2.4603174603174605,0.5995739602448446,0.16745748675881023,38963.5
Class C,378,214,18384.0,1050.4549672603607,0.5661375661375662,0.6999029181657244,0.2093606207336456,26266.5
Class C,378,211,15959.5,1044.8986188173294,0.5582010582010583,0.6553671156373193,0.18368802085600475,24352.0
Class C,211,378,18221.5,1046.555471420288,1.7914691943127963,0.6963541865708717,0.20905929634642872,26167.0
Class C,276,136,18310.0,819.0924869775772,0.4927536231884058,0.714717879657279,0.34295119734167623,25618.5
Class C,135,277,18472.5,821.6782723665237,2.051851851851852,0.7270634077222813,0.3438206310529694,25407.0
Class C,134,277,18704.0,863.9209172725677,2.0671641791044775,0.7294140586916252,0.3149171984798517,25642.5
Class C,273,118,18529.0,820.8914778232574,0.43223443223443225,0.7177470899265945,0.34553365279768805,25815.5
Class C,265,117,16114.5,856.104679942131,0.44150943396226416,0.6655446566855963,0.27629495595821646,24212.5
Class C,273,116,16768.5,886.9331074953079,0.4249084249084249,0.6714517388431738,0.2678689319636054,24973.5
Class C,208,377,19826.5,1056.413337945938,1.8125,0.7432893454300068,0.2232483031938771,26674.0
Class C,209,378,19227.5,1056.4133375883102,1.8086124401913874,0.7251965979595301,0.2165035055388777,26513.5
Class C,379,210,19317.0,1048.1706969738007,0.554089709762533,0.723307060079007,0.2209456804171448,26706.5
Class C,449,151,19780.0,1145.033612370491,0.3363028953229399,0.6893547319079234,0.18958312609079908,28693.5
Class C,449,150,17896.5,1142.6488378047943,0.33407572383073497,0.6652850318767309,0.1722472925777231,26900.5
Class C,449,150,18054.0,1138.4061975479126,0.33407572383073497,0.6907317073170731,0.17506075587760245,26137.5
Class C,126,474,28317.0,1278.2640607357025,3.761904761904762,0.7670449928217352,0.21777897409522023,36917.0
Class C,520,158,52657.5,1697.016368150711,0.3038461538461538,0.8316749585406302,0.22977249390393978,63315.0
Class C,88,474,18153.5,1214.5411916971207,5.386363636363637,0.7115392153020029,0.15464850863626214,25513.0
Class C,200,266,18496.0,847.5777685642242,1.33,0.7355736726983496,0.3235404363901545,25145.0
Class C,264,194,18432.0,836.8914779424667,0.7348484848484849,0.7374127342921726,0.3307074928400731,24995.5
Class C,192,266,17876.0,839.9209142923355,1.3854166666666667,0.7213008917403059,0.3184222590166906,24783.0
Class C,119,268,17704.0,796.1219248771667,2.2521008403361344,0.7100060156406657,0.35101210692692897,24935.0
Class C,120,269,17681.5,793.536139011383,2.2416666666666667,0.710399967857932,0.352854409683011,24889.5
Class C,268,121,18730.0,803.979789853096,0.45149253731343286,0.7224268605480879,0.3641307686527429,25926.5
Class C,294,241,18223.5,928.6143468618393,0.8197278911564626,0.7186347772936096,0.2655650244820371,25358.5
Class C,237,294,18703.0,924.5727174282074,1.240506329113924,0.7369623894241188,0.2749406720416033,25378.5
Class C,294,239,16228.5,935.6437839269638,0.8129251700680272,0.6499589482748263,0.23295239004588827,24968.5
Class C,177,429,18050.5,1111.0163704156876,2.4237288135593222,0.7038604016377461,0.18376304732132018,25645.0
Class C,179,425,17800.5,1110.187940955162,2.374301675977654,0.693422410938626,0.1814884761540611,25670.5
Class C,427,179,18789.5,1116.8742332458496,0.41920374707259955,0.7125466922012174,0.18928515020546058,26369.5
Class C,462,113,16354.5,1192.281305551529,0.24458874458874458,0.663724356242771,0.14457382330530272,24640.5
Class C,462,114,14187.5,1217.8548996448517,0.24675324675324675,0.5586289719258181,0.12020558411113917,25397.0
Class C,462,141,20895.5,1229.3940033912659,0.3051948051948052,0.651518458468446,0.17373225263791217,32072.0
Class C,472,94,26735.5,1248.54119181633,0.19915254237288135,0.7378567091681846,0.21552240481417195,36234.0
Class C,473,85,18021.0,1331.553384423256,0.17970401691331925,0.5714421613394216,0.1277237276686975,31536.0
Class C,78,474,17838.0,1263.2102375030518,6.076923076923077,0.6246454459502049,0.1404768467699012,28557.0
Class C,141,451,17034.5,1145.1929935216904,3.198581560283688,0.6888053213643073,0.163223200788868,24730.5
Class C,451,139,24530.0,1248.974737405777,0.3082039911308204,0.7303529691989341,0.19760598945760807,33586.5
Class C,144,454,18321.5,1184.1635564565659,3.1527777777777777,0.6671218162288128,0.16419030459366923,27463.5
Class C,384,213,26254.0,1243.4255321025848,0.5546875,0.6422839808200411,0.21338593164067618,40876.0
Class C,369,210,18230.0,1030.9991245269775,0.5691056910569106,0.705290647064513,0.21551620930112367,25847.5
Class C,369,209,14993.0,1023.8275474309921,0.5663956639566395,0.6556323246457932,0.17974001919738222,22868.0
Class C,259,237,16380.0,940.7737284898758,0.915057915057915,0.6760772659732541,0.2325698428213706,24228.0
Class C,256,237,17734.5,873.4183881282806,0.92578125,0.7105879995993188,0.29213537599711503,24957.5
Class C,238,259,18129.5,877.9036700725555,1.088235294117647,0.7139987791189966,0.2955983200430752,25391.5
Class C,138,272,18320.5,804.0214208364487,1.9710144927536233,0.725851822503962,0.3561327779455866,25240.0
Class C,139,273,18237.0,805.9209169149399,1.9640287769784173,0.7210580420686383,0.35284048216863784,25292.0
Class C,138,272,18273.5,804.0214214324951,1.9710144927536233,0.7247075153678366,0.35521914293495344,25215.0
Class C,226,325,18825.0,962.3717060089111,1.4380530973451326,0.7252518636950283,0.25542250310592457,25956.5
Class C,324,226,18435.5,969.0996278524399,0.6975308641975309,0.7243099891955603,0.24667658720495603,25452.5
Class C,226,325,18477.0,961.2001326084137,1.4380530973451326,0.7107085160396953,0.25131226175632887,25998.0
Class C,459,118,17183.0,1166.724956870079,0.2570806100217865,0.6812433096776751,0.15862508893758206,25223.0
Class C,119,460,17661.5,1174.9675983190536,3.865546218487395,0.6996731702485887,0.16076283969534683,25242.5
Class C,458,128,21032.5,1252.5067024230957,0.2794759825327511,0.6761557255834887,0.1684770092756123,31106.0
Class C,483,92,19949.5,1286.6244512796402,0.19047619047619047,0.6620592383638928,0.1514391900503458,30132.5
Class C,482,101,27220.0,1237.6955202817917,0.2095435684647303,0.7666201963020856,0.22329055170936898,35506.5
Class C,72,482,14848.5,1250.8254626989365,6.694444444444445,0.6278568257257024,0.11926115757541422,23649.5
Class C,147,447,17842.5,1214.447826743126,3.0408163265306123,0.6854459192101573,0.15202249130608553,26030.5
Class C,149,447,18177.0,1134.5483312606812,3.0,0.6790443992005529,0.17745411246839282,26768.5
Class C,447,148,18324.0,1182.8326026201248,0.33109619686800895,0.7052167721823465,0.1645824693303201,25983.5
Class C,347,254,22803.0,1061.0823831558228,0.7319884726224783,0.6985999203455776,0.25450929211282625,32641.0
Class C,348,218,17879.5,995.7270449399948,0.6264367816091954,0.7325562338673332,0.2266128993380503,24407.0
Class C,217,349,18139.0,989.4844024181366,1.608294930875576,0.73991433816031,0.23281196664753612,24515.0
Class C,266,136,17864.5,807.1929919719696,0.5112781954887218,0.719052506590996,0.3445450096845845,24844.5
Class C,267,136,18144.0,801.2934989929199,0.5093632958801498,0.7282944647372858,0.3551073510643396,24913.0
Class C,268,136,17914.0,806.6072075366974,0.5074626865671642,0.7175645904265973,0.3460017036139033,24965.0
Class C,231,255,17408.0,858.2884476184845,1.103896103896104,0.7163196444737059,0.29695607063880547,24302.0
Class C,254,234,18159.0,870.1463130712509,0.9212598425196851,0.714457143981272,0.3013819398735738,25416.5
Class C,235,258,18612.0,875.6021534204483,1.097872340425532,0.7248651490662669,0.3050628097136998,25676.5
Class C,465,101,17882.5,1187.7127643823624,0.2172043010752688,0.7103982520607807,0.15929980713338115,25172.5
Class C,467,101,18347.0,1189.1269776821136,0.21627408993576017,0.7174363586595237,0.16304912063508872,25573.0
Class C,466,100,18274.5,1193.5117546319962,0.2145922746781116,0.7200922058475845,0.16121370760113274,25378.0
Class C,459,187,21978.0,1319.1168740987778,0.4074074074074074,0.5812286779678947,0.1587199366097016,37813.0
Class C,142,460,17984.5,1176.707712173462,3.23943661971831,0.6957387957213873,0.16321912019315923,25849.5
Class C,138,460,17750.0,1171.6366443634033,3.3333333333333335,0.6999211356466877,0.16248838747648298,25360.0
Class C,208,368,18525.5,1014.2711997032166,1.7692307692307692,0.7387593962474827,0.22629325776924764,25076.5
Class C,207,368,21546.5,1033.6437847614288,1.7777777777777777,0.7063847225637243,0.2534222850556859,30502.5
Class C,368,245,35986.0,1158.9402463436127,0.6657608695652174,0.7500911923794437,0.3366831253929525,47975.5
Class C,79,475,19954.0,1318.3818113803864,6.012658227848101,0.6493223344885375,0.14426381950553527,30730.5
Class C,87,474,21424.0,1265.3523733615875,5.448275862068965,0.6572787237306336,0.16814635436554543,32595.0
Class C,67,474,13597.0,1305.9797903299332,7.074626865671642,0.4975847178511308,0.10017977426497159,27326.0
Class C,119,467,24782.0,1261.9797893762589,3.9243697478991595,0.711574353231688,0.19554261431280365,34827.0
Class C,119,486,28282.5,1265.8792853355408,4.084033613445378,0.7555196409728994,0.22179056815365542,37434.5
Class C,117,465,22956.0,1314.1219252347946,3.9743589743589745,0.6431423088237355,0.16704549107283764,35693.5
Class C,134,456,15360.0,1183.009227156639,3.4029850746268657,0.6256491721146209,0.13791922740924542,24550.5
Class C,401,130,11767.5,1126.0802953243256,0.32418952618453867,0.5632134395864743,0.11661525140595017,20893.5
Class C,138,59,2669.0,489.5634882450104,0.427536231884058,0.4949466852109411,0.1399395253984319,5392.5
Class C,405,230,41580.5,1332.638730764389,0.5679012345679012,0.7241277221946484,0.29422170587834534,57421.5
Class C,404,188,14834.5,1092.1290667057037,0.46534653465346537,0.624387061472736,0.15629131497128781,23758.5
Class C,191,406,15034.0,1096.714852809906,2.1256544502617802,0.6350694884467537,0.15707134391504132,23673.0
Class C,194,270,18020.5,846.6488386392593,1.3917525773195876,0.7026768828839367,0.3159148688384729,25645.5
Class C,271,255,30643.5,1160.8986176252365,0.940959409594096,0.6823009440684005,0.2857325015609179,44912.0
Class C,269,195,18021.0,840.8914808034897,0.724907063197026,0.7071079633517098,0.3202645323810979,25485.5
Class C,193,266,18036.0,849.86203956604,1.378238341968912,0.7213101641704494,0.31380020878901765,25004.5
Class C,207,284,25238.0,936.0041763782501,1.3719806763285025,0.7757542225705811,0.3620005471699612,32533.5
Class C,193,263,15320.0,910.347319483757,1.3626943005181347,0.6427118075220775,0.23230277287894177,23836.5
Class C,263,213,18353.0,860.8326032161713,0.8098859315589354,0.7069178029427625,0.31122861091395715,25962.0
Class C,262,213,18014.0,854.4894562959671,0.8129770992366412,0.714926380124618,0.31003205997403255,25197.0
Class C,264,213,18529.5,864.7320969104767,0.8068181818181818,0.7103371604914608,0.31139411876343737,26085.5
Class C,245,282,18705.0,933.4011445045471,1.1510204081632653,0.717065036131184,0.26979314975583546,26085.5
Class C,248,298,20023.5,1014.2123286724091,1.2016129032258065,0.7264366565084893,0.24462006946456105,27564.0
Class C,282,247,19021.5,941.3006386756897,0.875886524822695,0.7238977793846212,0.26977265052116095,26276.5
Class C,272,139,19079.5,826.991983294487,0.5110294117647058,0.7193703459326987,0.35056960084695055,26522.5
Class C,129,272,18423.5,819.6782733201981,2.108527131782946,0.7193729134534663,0.34458403751760797,25610.5
Class C,272,130,17918.0,807.9209154844284,0.47794117647058826,0.7051832028021567,0.3449544038000552,25409.0
Class C,354,220,18390.0,1011.3422703742981,0.6214689265536724,0.7174485516434215,0.2259411184214182,25632.5
Class C,219,354,18809.5,1019.9280534982681,1.6164383561643836,0.7191962834802226,0.22722077689760098,26153.5
Class C,354,218,18253.0,1006.5138419866562,0.615819209039548,0.7163095518405149,0.2264146968990785,25482.0
Class C,238,259,18026.0,892.6315916776657,1.088235294117647,0.714891929407099,0.28429205606643915,25215.0
Class C,259,239,18133.0,884.9747372865677,0.9227799227799228,0.7159977098181675,0.2909496095976125,25325.5
Class C,258,239,18362.5,883.2173798084259,0.9263565891472868,0.7237308844395397,0.2958056465943476,25372.0
Class C,357,210,17907.5,1012.4133372306824,0.5882352941176471,0.73395905485993,0.21954780945401847,24398.5
Class C,356,211,17352.0,1007.6854138374329,0.5926966292134831,0.7133108608073666,0.2147382742496967,24326.0
Class C,210,357,18544.5,1007.4427733421326,1.7,0.7200209663955272,0.22960652222774763,25755.5
Class C,221,388,31937.0,1276.3960911035538,1.755656108597285,0.6950759018444964,0.24633893033551588,45947.5
Class C,388,221,25824.5,1160.7564831972122,0.5695876288659794,0.6540580242379729,0.24085715362068139,39483.5
Class C,210,389,26126.0,1152.1706957817078,1.8523809523809525,0.6714124177631579,0.2473142473804176,38912.0
Class C,460,146,25566.0,1257.2346229553223,0.3173913043478261,0.7249989365774809,0.2032544129493679,35263.5
Class C,144,461,27026.0,1275.6610310077667,3.201388888888889,0.7204147729544577,0.20869933186887987,37514.5
Class C,460,115,19598.5,1194.4234416484833,0.25,0.7028330643715259,0.17262991664442257,27885.0
Class C,199,385,21031.0,1089.0579965114594,1.934673366834171,0.6725077943880406,0.22282697830540918,31272.5
Class C,384,201,19991.5,1057.5016496181488,0.5234375,0.7216105977476177,0.22464312827494115,27704.0
Class C,200,384,23857.5,1147.9869329929352,1.92,0.6697406097355567,0.2274892647655856,35622.0
Class C,264,211,18086.5,842.589963555336,0.7992424242424242,0.7245758468040783,0.32013402370029886,24961.5
Class C,230,265,21605.0,893.661029458046,1.1521739130434783,0.7390620189511853,0.33995270028727637,29233.0
Class C,265,231,21587.5,895.4183882474899,0.8716981132075472,0.7307516544522112,0.338345338190598,29541.5
Class C,110,268,18276.5,779.1929939985275,2.4363636363636365,0.7506520176609508,0.37827950913333735,24347.5
Class C,137,270,18962.5,832.4478267431259,1.9708029197080292,0.6847769171045267,0.3438677208415332,27691.5
Class C,265,171,22780.5,915.0163670778275,0.6452830188679245,0.7132279273638071,0.3419128248685072,31940.0
Class C,246,275,16451.0,951.4011441469193,1.1178861788617886,0.6789517127527858,0.22838881315248438,24230.0
Class C,275,247,16270.0,945.4011453390121,0.8981818181818182,0.6767323849929291,0.2287521416406713,24042.0
Class C,248,276,21076.0,1074.8569861650467,1.1129032258064515,0.6300370680377855,0.2292433185996413,33452.0
Class C,445,154,25084.0,1154.2051862478256,0.34606741573033706,0.76442981654172,0.2366140958166577,32814.0
Class C,446,152,22048.0,1130.0630506277084,0.34080717488789236,0.7750417435627033,0.21695702347715398,28447.5
Class C,152,446,18067.0,1134.2051867246628,2.9342105263157894,0.6838250600859181,0.17648697145625306,26420.5
Class C,84,476,16915.0,1232.9259668588638,5.666666666666667,0.6961764826933367,0.1398324179036853,24297.0
Class C,85,477,16673.5,1212.399056315422,5.6117647058823525,0.7153398974622992,0.14254285680784742,23308.5
Class C,125,476,24595.5,1223.9381598234177,3.808,0.7083855359225818,0.20632248930391542,34720.5
Class C,481,95,25656.5,1251.5117535591125,0.19750519750519752,0.7537494307916036,0.20584361931024547,34038.5
Class C,481,77,18236.5,1200.1147854328156,0.1600831600831601,0.7257008694960106,0.15911304329821957,25129.5
Class C,480,97,25596.5,1246.9675974845886,0.20208333333333334,0.7593372689786111,0.20686171082974442,33709.0
Class C,430,161,17595.0,1120.4061962366104,0.3744186046511628,0.7409825019477375,0.176136000756849,23745.5
Class C,160,433,17477.5,1125.9625452756882,2.70625,0.7081645056726094,0.17323725221706834,24680.0
Class C,432,161,18373.5,1124.9919831752777,0.3726851851851852,0.7275193031082954,0.1824327910459651,25255.0
Class C,168,266,16945.5,846.9331084489822,1.5833333333333333,0.7024332614823412,0.2968698071921947,24124.0
Class C,175,266,17871.0,825.1757497787476,1.52,0.7243874262783486,0.32981150849231833,24670.5
Class C,174,268,18062.0,822.4894587993622,1.5402298850574712,0.7237538066997916,0.33551737912681745,24956.0
Class C,205,265,18538.5,862.1046807765961,1.2926829268292683,0.7047519482988025,0.31344723930638924,26305.0
Class C,204,263,17986.0,851.8620390892029,1.2892156862745099,0.711302697144665,0.31146261248330126,25286.0
Class C,206,262,17996.0,843.8620405197144,1.2718446601941749,0.7109952194697957,0.3175725422116568,25311.0
Class C,207,375,18477.5,1034.4133380651474,1.8115942028985508,0.7248921145547274,0.2170025569980895,25490.0
Class C,206,375,17996.5,1022.2712010145187,1.8203883495145632,0.7099491104185569,0.21640418853354873,25349.0
Class C,206,374,18206.0,1021.200133562088,1.8155339805825244,0.7190079380751155,0.21938285123898957,25321.0
Class C,99,471,18392.0,1191.2691134214401,4.757575757575758,0.7243939423777546,0.16286173560604503,25389.5
Class C,99,464,16920.0,1173.6122591495514,4.686868686868687,0.6849370521798972,0.15436930469437002,24703.0
Class C,469,149,20817.0,1399.8620401620865,0.31769722814498935,0.5508673044099551,0.13349270464676902,37789.5
Class C,270,63,9567.0,629.0193327665329,0.23333333333333334,0.9051944365597502,0.30384888765467727,10569.0
Class C,475,100,27439.0,1286.5239465236664,0.21052631578947367,0.7320971184631804,0.20832548190112266,37480.0
Class C,481,102,27887.5,1271.452877998352,0.21205821205821207,0.738330994678457,0.21677984874975575,37771.0
Class C,127,460,18633.5,1180.6244523525238,3.622047244094488,0.7147076309379974,0.16798896490282797,26071.5
Class C,125,461,24287.0,1202.180800318718,3.688,0.7303592103086893,0.21117580648847162,33253.5
Class C,123,461,24553.5,1192.6244529485703,3.747967479674797,0.7438313212862964,0.2169281200050571,33009.5
Class C,134,454,18199.0,1169.2934993505478,3.388059701492537,0.6969192180289888,0.1672670195661833,26113.5
Class C,154,453,23006.0,1198.0630506277084,2.9415584415584415,0.6826908810350456,0.2014149165846698,33699.0
Class C,450,165,23352.5,1201.1341179609299,0.36666666666666664,0.7161366493912723,0.20340435089023212,32609.0
Class C,481,73,17209.5,1299.5706290006638,0.15176715176715178,0.6618147557059627,0.12804963405854342,26003.5
Class C,483,72,17465.0,1218.0142800807953,0.14906832298136646,0.70360970107163,0.14793593943143182,24822.0
Class C,73,483,16663.5,1219.7127647399902,6.616438356164384,0.6642814430934821,0.14075406690085746,25085.0
Class C,150,446,19022.5,1163.3351291418076,2.973333333333333,0.688410386320456,0.1766313431756835,27632.5
Class C,445,151,25297.0,1174.607207775116,0.3393258426966292,0.7198099248804917,0.23040588192646538,35144.0
Class C,444,151,19484.0,1149.778780579567,0.3400900900900901,0.6982636586808106,0.18520785679271573,27903.5
Class C,402,191,22206.5,1163.7026592493057,0.47512437810945274,0.6653832324564032,0.20606580245817838,33374.0
Class C,190,402,17763.0,1077.6021537780762,2.1157894736842104,0.7067037994827929,0.1922247383211739,25135.0
Class C,190,402,17878.0,1077.116872549057,2.1157894736842104,0.7080115638984594,0.19364359601972475,25251.0
Class C,262,216,17465.0,848.6904670000076,0.8244274809160306,0.7140520871662782,0.3047051581033645,24459.0
Class C,265,218,18492.5,864.5899634361267,0.8226415094339623,0.7236069807481609,0.3108745087002636,25556.0
Class C,263,216,17661.0,854.832602262497,0.8212927756653993,0.7130139889783806,0.3037127331065778,24769.5
Class C,192,264,17992.5,830.6488373279572,1.375,0.7247442197695964,0.3276924627876552,24826.0
Class C,264,192,17543.5,833.4772639274597,0.7272727272727273,0.7090288162308531,0.31735006415037476,24743.0
Class C,192,262,17726.5,826.991981625557,1.3645833333333333,0.7188653230057991,0.325709376791613,24659.0
Class C,231,319,18243.5,954.2712006568909,1.380952380952381,0.72303027901078,0.2517528469570915,25232.0
Class C,230,319,20620.0,956.5727174282074,1.3869565217391304,0.7521155529617741,0.2831799786756985,27416.0
Class C,230,318,17865.0,949.6854162216187,1.382608695652174,0.7137720244516361,0.24891630576484589,25029.0
Class C,321,239,19897.0,978.5138437747955,0.7445482866043613,0.7404774752981894,0.26113405656484423,26870.5
Class C,239,321,17076.0,1025.9696860313416,1.3430962343096233,0.664526297355671,0.20385762118323938,25696.5
Class C,238,321,19213.5,979.2417650222778,1.3487394957983194,0.7274258887668951,0.25178884908447674,26413.0
Class C,83,482,21668.0,1267.4112486839294,5.807228915662651,0.6661440319729459,0.1695093179093466,32527.5
Class C,481,97,27385.5,1269.3107439279556,0.20166320166320167,0.7390799789493571,0.2135967431519882,37053.5
Class C,484,94,25267.0,1329.8376549482346,0.19421487603305784,0.7092789871854254,0.17954209658645603,35623.5
Class C,332,239,23087.0,1046.028558731079,0.7198795180722891,0.716709351959643,0.2651491769205126,32212.5
Class C,331,239,21852.0,1012.8569900989532,0.7220543806646526,0.7251128218741705,0.26767314183850094,30136.0
Class C,236,330,18599.0,996.6559774875641,1.3983050847457628,0.7139457218532878,0.23529294571121362,26051.0
Class C,484,96,23451.5,1268.2813062667847,0.19834710743801653,0.7431944224370147,0.18321005610652177,31555.0
Class C,484,97,19979.0,1241.8376553058624,0.20041322314049587,0.67956938043164,0.16279983557395972,29399.5
